,imageid,labels,scores
273,1910762408839712001,"['Hammock', 'Leisure', 'Fun']","[0.9909048080444336, 0.8233836889266968, 0.7039424180984497]"
274,1910837741567619666,"['Cat', 'Mammal', 'Small to medium-sized cats', 'Felidae', 'Whiskers', 'Ragamuffin', 'Norwegian forest cat', 'Carnivore', 'Domestic long-haired cat', 'Kitten']","[0.9928472638130188, 0.9705943465232849, 0.9627602100372314, 0.9550583958625793, 0.8659830689430237, 0.8179237246513367, 0.8168374300003052, 0.8010256886482239, 0.7693162560462952, 0.7296092510223389]"
275,1910930555450369677,"['Blue', 'Killer whale', 'Fin', 'Marine mammal', 'Water', 'Whale', 'Cetacea', 'Sky', 'Beluga whale', 'Organism']","[0.957834005355835, 0.8892917633056641, 0.8608258366584778, 0.8551145195960999, 0.8073040843009949, 0.7661400437355042, 0.7387822270393372, 0.7326111197471619, 0.7199860215187073, 0.7151590585708618]"
276,1911021341185665912,"['Water', 'Natural landscape', 'Nature', 'Sky', 'Bovine', 'Reflection', 'River', 'Bank', 'Wildlife', 'Tree']","[0.9684016108512878, 0.965950071811676, 0.9655113220214844, 0.9336194396018982, 0.9147223234176636, 0.8812389373779297, 0.8705337643623352, 0.8647608160972595, 0.8573043346405029, 0.8254543542861938]"
277,1911109808393352701,"['Bird', 'Wildlife', 'Beak', 'Tree', 'Wood', 'Adaptation', 'Feather', 'Bird of prey', 'Trunk', 'Red shouldered Hawk']","[0.8970089554786682, 0.8875188827514648, 0.8343900442123413, 0.7469744682312012, 0.7410978674888611, 0.6696612238883972, 0.602703869342804, 0.5287064909934998, 0.5200017690658569, 0.5088603496551514]"
278,1911291101489108635,"['Red', 'Line', 'Wood', 'Wood stain', 'Pattern', 'Carpet', 'Plain', 'Tints and shades', 'Rectangle']","[0.9683879613876343, 0.8469058871269226, 0.8041832447052002, 0.7224599719047546, 0.706717848777771, 0.5704763531684875, 0.5224381685256958, 0.5171070098876953, 0.5047368407249451]"
279,1911291104466990862,"['Red', 'Plain', 'Ecoregion', 'Line', 'Field', 'Pattern', 'Horizon', 'Rug', 'Tints and shades', 'Grassland']","[0.9440035820007324, 0.8141584992408752, 0.8136973977088928, 0.773042619228363, 0.7033658027648926, 0.6568126678466797, 0.562906801700592, 0.5451550483703613, 0.5406931042671204, 0.5022536516189575]"
280,1911381352557611802,"['Underwater', 'Marine biology', 'Organism', 'Algae', 'Seaweed', 'Marine mammal', 'Seal', 'Aquarium', 'Water', 'Harbor seal']","[0.9704729318618774, 0.9544014930725098, 0.8933397531509399, 0.8785285949707031, 0.8757739067077637, 0.8611496686935425, 0.8275524377822876, 0.8106725215911865, 0.8073040843009949, 0.8063318133354187]"
281,1911470804286810200,"['Face', 'Hair', 'Beauty', 'Hairstyle', 'Lip', 'Eyebrow', 'Head', 'Chin', 'Lady', 'Eye']","[0.9891752004623413, 0.9889084696769714, 0.9205015897750854, 0.9157101511955261, 0.8953386545181274, 0.8932490348815918, 0.8901773691177368, 0.8504008650779724, 0.8433756232261658, 0.8286834955215454]"
282,1911549092043987606,"['Sky', 'Atmospheric phenomenon', 'Horizon', 'Morning', 'Natural landscape', 'Natural environment', 'Cloud', 'Atmosphere', 'Ecoregion', 'Plain']","[0.9815049767494202, 0.9482805132865906, 0.9250830411911011, 0.9056552052497864, 0.8855189085006714, 0.8843857049942017, 0.8610634207725525, 0.8526496291160583, 0.8517422080039978, 0.8445383906364441]"
283,1911627041036347649,"['Tree', 'Nature', 'Vegetation', 'Natural landscape', 'Biome', 'Wildlife', 'Plant', 'Woody plant', 'Plant community', 'Grass']","[0.9616029858589172, 0.9516122937202454, 0.9288678765296936, 0.8855189085006714, 0.8840128779411316, 0.8498873710632324, 0.8003365993499756, 0.7949731349945068, 0.7889635562896729, 0.7619784474372864]"
284,1911699912429445442,"['Architecture', 'Crowd', 'Tree', 'Leisure', 'Pavilion', 'Pole', 'Urban design', 'City', 'Tourism', 'Recreation']","[0.8556758165359497, 0.7638753652572632, 0.7469744682312012, 0.7300888895988464, 0.6777892112731934, 0.6414908170700073, 0.6336240768432617, 0.6214529275894165, 0.6085109710693359, 0.5942989587783813]"
285,1911990518045660594,"['Human settlement', 'Sky', 'Wall', 'Tourism', 'Tree', 'Village', 'City', 'Neighbourhood', 'Mountain', 'Building']","[0.8287564516067505, 0.8220894932746887, 0.8125073313713074, 0.7786710858345032, 0.7783679962158203, 0.7453470230102539, 0.731168270111084, 0.7261318564414978, 0.6673286557197571, 0.6055973768234253]"
286,1911990518062460348,"['Metropolitan area', 'City', 'Urban area', 'Metropolis', 'Cityscape', 'Sky', 'Tower block', 'Skyscraper', 'Human settlement', 'Skyline']","[0.9875958561897278, 0.984743058681488, 0.9839804172515869, 0.9792658090591431, 0.9760820865631104, 0.9600354433059692, 0.9507719278335571, 0.9491622447967529, 0.9351525902748108, 0.9211037158966064]"
287,1912078113475652874,"['Photograph', 'Monochrome', 'Black-and-white', 'Crowd', 'Stock photography', 'Photography', 'Monochrome photography', 'History', 'Building', 'Style']","[0.951403021812439, 0.838253915309906, 0.7811979055404663, 0.6631901860237122, 0.6543993353843689, 0.6242249608039856, 0.5780444741249084, 0.5759063363075256, 0.5337209701538086, 0.5245553255081177]"
288,1912152853070277149,"['Mountainous landforms', 'Mountain', 'Sky', 'Highland', 'Cloud', 'Fell', 'Ridge', 'Hill', 'Rock', 'Mountain range']","[0.9885098934173584, 0.979515552520752, 0.9718846082687378, 0.9473135471343994, 0.9056349396705627, 0.8935322165489197, 0.8932539224624634, 0.8932321071624756, 0.8827831745147705, 0.8823448419570923]"
289,1912227538852212455,"['Marine biology', 'Marine mammal', 'Cetacea', 'Killer whale', 'Dolphin', 'Water', 'Underwater', 'Fin', 'Organism', 'Spinner dolphin']","[0.9655975103378296, 0.9615902900695801, 0.9307982325553894, 0.9294649958610535, 0.9218705296516418, 0.9100271463394165, 0.9013378620147705, 0.8634769916534424, 0.7671774625778198, 0.7063831686973572]"
290,1912302446512844945,"['Mountainous landforms', 'Mountain', 'Mountain range', 'Massif', 'Glacial landform', 'Geological phenomenon', 'Alps', 'Aerial photography', 'Nunatak', 'Arête']","[0.9912771582603455, 0.9810734987258911, 0.9741439819335938, 0.9188697338104248, 0.906187117099762, 0.9060042500495911, 0.9033093452453613, 0.8826872110366821, 0.8645305037498474, 0.7943750023841858]"
291,1912350204300997592,"['Sky', 'Reflection', 'City', 'Cityscape', 'River', 'Landmark', 'Night', 'Town', 'Evening', 'Waterway']","[0.9569038152694702, 0.9303784370422363, 0.9259697794914246, 0.9231094121932983, 0.9115394353866577, 0.9091620445251465, 0.898768424987793, 0.8970305323600769, 0.8804808855056763, 0.8609976172447205]"
292,1912425004973335145,"['Desert', 'Powered paragliding', 'Natural environment', 'Paragliding', 'Sahara', 'Air sports', 'Landscape', 'Sand', 'Aeolian landform', 'Ecoregion']","[0.9508156776428223, 0.9454125761985779, 0.9058710336685181, 0.8821617960929871, 0.8792513012886047, 0.8772082924842834, 0.7946882247924805, 0.7835406064987183, 0.7695989608764648, 0.7562323212623596]"
293,1912500384065600607,"['People', 'Crowd', 'Audience', 'Stage', 'Performance', 'Event', 'Purple', 'Lighting', 'Arena', 'Sport venue']","[0.9465837478637695, 0.9442750811576843, 0.9374209046363831, 0.9043928384780884, 0.8988646864891052, 0.8518974184989929, 0.8480851650238037, 0.8059192299842834, 0.7860815525054932, 0.7655137181282043]"
294,1912500384082297692,"['Green', 'Light', 'Fun', 'Colorfulness', 'Hand', 'Performance']","[0.9587113857269287, 0.8994030356407166, 0.7039424180984497, 0.6783446073532104, 0.6600293517112732, 0.5089532732963562]"
295,1912500384090661343,"['Green', 'Purple', 'Light', 'Lighting', 'Violet', 'Night', 'Crowd', 'Technology', 'Tree', 'Metropolis']","[0.9604751467704773, 0.9434795379638672, 0.9134646654129028, 0.9116542339324951, 0.8306282162666321, 0.7951144576072693, 0.7336920499801636, 0.7120628952980042, 0.6869218349456787, 0.6722195744514465]"
296,1912500384090684697,"['Stage', 'Performance', 'Light', 'Lighting', 'Purple', 'Event', 'Concert', 'Performing arts', 'Fun', 'Visual effect lighting']","[0.9318088889122009, 0.9090266227722168, 0.9011393785476685, 0.8722021579742432, 0.826901912689209, 0.8051171898841858, 0.7444257140159607, 0.7171642184257507, 0.7039424180984497, 0.7035517692565918]"
297,1912500384174633518,"['Crowd', 'Performance', 'Stage', 'Event', 'Concert', 'Public event', 'Performing arts', 'Music venue', 'Audience', 'Rock concert']","[0.9397194385528564, 0.9281173944473267, 0.8637130856513977, 0.8435810804367065, 0.8265460729598999, 0.783193051815033, 0.7563058733940125, 0.7537047863006592, 0.733426570892334, 0.7259459495544434]"
298,1912576567985718644,"['Photograph', 'Tree', 'Standing', 'Forest', 'Branch', 'Photography', 'Plant', 'Adaptation', 'Smile']","[0.949849009513855, 0.8949732780456543, 0.8356383442878723, 0.7688071727752686, 0.7486523985862732, 0.6778864860534668, 0.6731768846511841, 0.6696612238883972, 0.5404295921325684]"
299,1912576567994050423,"['Tree', 'Forest', 'Nature', 'Old-growth forest', 'Natural landscape', 'Natural environment', 'Atmospheric phenomenon', 'Woodland', 'Vegetation', 'Green']","[0.9863408207893372, 0.9651697278022766, 0.9613420367240906, 0.9594315886497498, 0.9574499726295471, 0.9422856569290161, 0.9392881989479065, 0.9246786832809448, 0.9123501181602478, 0.9068462252616882]"
300,1912725186956863382,"['People', 'Tribe', 'Community', 'Adaptation', 'Rural area', 'Tree', 'Soil', 'Temple', 'Village', 'Sitting']","[0.9771137237548828, 0.9263744354248047, 0.8922298550605774, 0.8621221780776978, 0.7012097835540771, 0.6869218349456787, 0.6722539067268372, 0.6468173861503601, 0.6366210579872131, 0.6023184061050415]"
301,1912802821292524210,"['Reflection', 'Sky', 'Nature', 'Body of water', 'Natural landscape', 'Water', 'Lake', 'Tree', 'Water resources', 'Loch']","[0.9863628149032593, 0.982093334197998, 0.9796313643455505, 0.9782344102859497, 0.9779376983642578, 0.966123640537262, 0.9476118683815002, 0.9365580081939697, 0.909761369228363, 0.8982676267623901]"
302,1912877859572046363,"['White', 'Black-and-white', 'Monochrome photography', 'Sky', 'Water', 'Geological phenomenon', 'Cloud', 'Atmospheric phenomenon', 'Monochrome', 'Rock']","[0.9744530916213989, 0.9409491419792175, 0.9142610430717468, 0.9127334952354431, 0.9100271463394165, 0.9095675349235535, 0.8969900608062744, 0.8861165642738342, 0.8748961687088013, 0.8073183298110962]"
303,1912952074341976254,"['Cemetery', 'Grave', 'Sky', 'Headstone', 'Architecture', 'Tree', 'Historic site', 'Memorial', 'Dusk', 'Monument']","[0.9277094006538391, 0.8256398439407349, 0.8220894932746887, 0.8095729947090149, 0.7632943391799927, 0.7469744682312012, 0.7099733948707581, 0.6811002492904663, 0.6685910820960999, 0.6018322110176086]"
304,1913028486390449743,"['Bird', 'Vertebrate', 'Beak', 'Bird of prey', 'Accipitriformes', 'Hawk', 'Wildlife', 'Terrestrial animal', 'Organism', 'Buzzard']","[0.9911496639251709, 0.9851104021072388, 0.9636955857276917, 0.9345149397850037, 0.8510128259658813, 0.7962387800216675, 0.7623406052589417, 0.7443860769271851, 0.7151590585708618, 0.7130436897277832]"
305,1913102666364362800,"['Natural environment', 'Tree', 'Forest', 'Botany', 'Plant', 'Wood', 'Organism', 'Jungle', 'Adaptation', 'Branch']","[0.900394082069397, 0.8348216414451599, 0.7940348386764526, 0.7869240641593933, 0.7784254550933838, 0.7410978674888611, 0.7151590585708618, 0.6699210405349731, 0.6696612238883972, 0.6203985214233398]"
306,1913209154743796623,"['Underwater', 'Marine biology', 'Organism', 'Fish', 'Fish', 'Hawksbill sea turtle', 'Reef']","[0.9427391886711121, 0.9169591069221497, 0.8422173261642456, 0.7813585996627808, 0.7707719206809998, 0.7015241980552673, 0.5138696432113647]"
307,1913209154760459940,"['Scuba diving', 'Underwater diving', 'Underwater', 'Divemaster', 'Diving equipment', 'Dry suit', 'Aquanaut', 'Recreation', 'Marine biology', 'Organism']","[0.9957301616668701, 0.9752368927001953, 0.9731308817863464, 0.9712291359901428, 0.955254852771759, 0.9432636499404907, 0.8815931081771851, 0.8576627373695374, 0.8337752819061279, 0.8116517663002014]"
308,1913209154760493032,"['Blue', 'Sky', 'Sea', 'Ocean', 'Water', 'Sea turtle', 'Green sea turtle', 'Underwater', 'Turtle', 'Scuba diving']","[0.9715923070907593, 0.9014298319816589, 0.8357757329940796, 0.8202527761459351, 0.8073040843009949, 0.7481385469436646, 0.7434517741203308, 0.673421323299408, 0.6176338791847229, 0.58238285779953]"
309,1913209154768769463,"['Green sea turtle', 'Underwater', 'Marine biology', 'Hawksbill sea turtle', 'Sea turtle', 'Scuba diving', 'Turtle', 'Water', 'Organism', 'Fish']","[0.9645258188247681, 0.9452001452445984, 0.9233012199401855, 0.9189640283584595, 0.8929339051246643, 0.8451141715049744, 0.8185128569602966, 0.8073040843009949, 0.7941054701805115, 0.792131781578064]"
310,1913365578459170216,"['Tree', 'Sculpture', 'Art']","[0.6869218349456787, 0.5489040017127991, 0.502187192440033]"
311,1913365578475969941,"['Green', 'Sky', 'Tree', 'Snapshot', 'Grass', 'Architecture', 'Room', 'Window', 'Plant', 'Landscape']","[0.9068462252616882, 0.9014298319816589, 0.8841885328292847, 0.8250965476036072, 0.7619784474372864, 0.7263345718383789, 0.7139228582382202, 0.709536075592041, 0.6968648433685303, 0.6504039168357849]"
312,1913365578484322684,"['Bison', 'Bovine', 'Painting', 'Ox', 'Working animal', 'Art', 'Visual arts', 'Watercolor paint', 'Illustration', 'Bull']","[0.9072971343994141, 0.8852067589759827, 0.8762609958648682, 0.8201809525489807, 0.7825166583061218, 0.7770091891288757, 0.7216197848320007, 0.6655515432357788, 0.6402102112770081, 0.6259495615959167]"
313,1913365578484519185,"['Green', 'Arch', 'Tree', 'Architecture', 'Painting', 'Sky', 'Building', 'Plant', 'House', 'Mural']","[0.9487798810005188, 0.8908717632293701, 0.8889161944389343, 0.8838308453559875, 0.7678619027137756, 0.7326111197471619, 0.6818685531616211, 0.6731768846511841, 0.6601293087005615, 0.6131666898727417]"
314,1913365578492707138,"['Camel', 'Arabian camel', 'Camelid', 'Adaptation', 'Art', 'Landscape', 'Statue', 'Fawn', 'Tourism', 'Sculpture']","[0.757937490940094, 0.7214323282241821, 0.6818423271179199, 0.6696612238883972, 0.655128538608551, 0.6504039168357849, 0.5409238934516907, 0.5301428437232971, 0.5114328861236572, 0.5110080242156982]"
315,1913512100194569720,"['Blue', 'Water', 'Line', 'Calm', 'Electric blue', 'Reflection', 'Pattern', 'Wave']","[0.9666987061500549, 0.9578154683113098, 0.8226431012153625, 0.6831638813018799, 0.6379328370094299, 0.6290807127952576, 0.6189838647842407, 0.5025796890258789]"
316,1913586133653550214,"['Mammal', 'Wildlife', 'Vertebrate', 'Terrestrial animal', 'Spotted hyena', 'Safari', 'Felidae', 'Carnivore', 'Grassland', 'National park']","[0.9890478253364563, 0.9878530502319336, 0.9851104021072388, 0.9548448920249939, 0.9266737699508667, 0.8462141156196594, 0.8043987154960632, 0.7964235544204712, 0.6671316623687744, 0.6557947397232056]"
317,1913663049085217166,"['Sky', 'Architecture', 'Landmark', 'Arch', 'Building', 'Mausoleum', 'Monument', 'Dusk', 'Memorial', 'Cloud']","[0.9530806541442871, 0.922527551651001, 0.9153850078582764, 0.8920961022377014, 0.8069474101066589, 0.7932829260826111, 0.7464613318443298, 0.6971437335014343, 0.6676539182662964, 0.594909131526947]"
318,1913737006702284541,"['Blue', 'Sky', 'Daytime', 'Architecture', 'Urban area', 'City', 'Facade', 'Metal', 'Plant', 'Construction']","[0.957834005355835, 0.9014298319816589, 0.8634399771690369, 0.8501737713813782, 0.8470799326896667, 0.6590818166732788, 0.6176118850708008, 0.6070610880851746, 0.585474967956543, 0.5472090840339661]"
319,1913813791758538754,"['Seal', 'Marine biology', 'Marine mammal', 'Fur seal', 'Harbor seal', 'Underwater', 'Organism', 'Whiskers', 'Snout', 'California sea lion']","[0.9494328498840332, 0.9305861592292786, 0.904711902141571, 0.9043602347373962, 0.8976340889930725, 0.8216332793235779, 0.8116517663002014, 0.7623685598373413, 0.7342774271965027, 0.7003086805343628]"
320,1913888200959557231,"['Dress', 'Child', 'Photography', 'Smile', 'Fawn']","[0.8244945406913757, 0.8005077242851257, 0.7245198488235474, 0.5404295921325684, 0.5301428437232971]"
321,1914047360745624574,"['Mountainous landforms', 'Mountain', 'Hill station', 'Tourism', 'Highland', 'Botany', 'Mountain range', 'Alps', 'Plant', 'Sitting']","[0.9698789715766907, 0.9403061270713806, 0.8831023573875427, 0.794054388999939, 0.7934752702713013, 0.7869240641593933, 0.7822741270065308, 0.7182601690292358, 0.6244105100631714, 0.6023184061050415]"
322,1914047360762527699,"['Wilderness', 'Mountain', 'Outerwear', 'Tree', 'Adventure', 'Recreation', 'Hiking boot', 'Plant', 'Jacket']","[0.8890321254730225, 0.8633612990379333, 0.8121005296707153, 0.7469744682312012, 0.6811125874519348, 0.6427465081214905, 0.5896913409233093, 0.585474967956543, 0.5303628444671631]"
323,1914172663706979615,"['Child', 'Play', 'Toddler', 'Games', 'Technology', 'Room', 'Electronic device', 'Recreation', 'T-shirt']","[0.9200966954231262, 0.7725727558135986, 0.7561763525009155, 0.6903212666511536, 0.6757805347442627, 0.6566392779350281, 0.6098915934562683, 0.5942989587783813, 0.5438827276229858]"
324,1914172663723903221,"['Toy', 'Play', 'Playset', 'Child', 'Toddler', 'Lego', 'Games', 'Electronic device']","[0.921500027179718, 0.910620391368866, 0.8224835395812988, 0.784618616104126, 0.7093537449836731, 0.6595693826675415, 0.6313320398330688, 0.6098915934562683]"
325,1914191517011148526,"['Pyramid', 'Monument', 'Landmark', 'Historic site', 'Ancient history', 'Wonders of the world', 'Unesco world heritage site', 'History', 'Landscape', 'Tourist attraction']","[0.9855043888092041, 0.9699099063873291, 0.9573490619659424, 0.9449641108512878, 0.8216092586517334, 0.8144046068191528, 0.8096705675125122, 0.626179039478302, 0.5930580496788025, 0.5813664197921753]"
326,1914267103049944063,"['Sky', 'Night', 'Light', 'Road', 'Darkness', 'Horizon', 'Lighting', 'Infrastructure', 'Cloud', 'Evening']","[0.9712791442871094, 0.9293619990348816, 0.9174991846084595, 0.9017938375473022, 0.856334388256073, 0.8498327136039734, 0.8364874124526978, 0.7876653075218201, 0.7873555421829224, 0.7558481693267822]"
327,1914341455812940248,"['Natural landscape', 'Nature', 'Vegetation', 'Wilderness', 'Mountainous landforms', 'Leaf', 'Biome', 'Natural environment', 'Mountain', 'Temperate broadleaf and mixed forest']","[0.9801580905914307, 0.9763502478599548, 0.9660495519638062, 0.9430608749389648, 0.9352457523345947, 0.9255515336990356, 0.9067281484603882, 0.9058710336685181, 0.8937175869941711, 0.8841373920440674]"
328,1914416510726763630,"['Tiger', 'Wildlife', 'Vertebrate', 'Bengal tiger', 'Mammal', 'Siberian tiger', 'Felidae', 'Whiskers', 'Terrestrial animal', 'Big cats']","[0.9955531358718872, 0.9878530502319336, 0.9851104021072388, 0.9802761077880859, 0.9727270603179932, 0.9711573123931885, 0.9659801125526428, 0.9411084055900574, 0.9386934041976929, 0.8664037585258484]"
329,1914491799565630250,"['Horizon', 'Sea', 'Sky', 'Water', 'Calm', 'Sunset', 'Ocean', 'Wave', 'Whale', 'Marine mammal']","[0.8699846267700195, 0.849851131439209, 0.8220894932746887, 0.8073040843009949, 0.7743442058563232, 0.7393651604652405, 0.7328287959098816, 0.6739715933799744, 0.5963459610939026, 0.5583648681640625]"
330,1914567448393398013,"['Red', 'Pattern', 'Organism', 'Heart', 'Plant']","[0.9493647217750549, 0.7957012057304382, 0.7151590585708618, 0.599738359451294, 0.585474967956543]"
331,1914643115323681616,"['Sky', 'Nature', 'Cloud', 'Natural landscape', 'Horizon', 'Field', 'Grassland', 'Natural environment', 'Prairie', 'Grass']","[0.9904472827911377, 0.9663941264152527, 0.960004985332489, 0.9574499726295471, 0.9480948448181152, 0.9386988282203674, 0.9154049158096313, 0.893493115901947, 0.8924648761749268, 0.889772891998291]"
332,1914719125456816439,"['Sky', 'Castle', 'Rock', 'Ruins', 'Atmosphere', 'Highland', 'Fortification', 'Cloud', 'Tree', 'Landscape']","[0.9381980895996094, 0.87965327501297, 0.8355575203895569, 0.8223463296890259, 0.8043394088745117, 0.7702344059944153, 0.7653073072433472, 0.710040271282196, 0.6869218349456787, 0.6504039168357849]"
333,1914794904375326319,"['Common bottlenose dolphin', 'Dolphin', 'Short-beaked common dolphin', 'Bottlenose dolphin', 'Marine mammal', 'Spinner dolphin', 'Cetacea', 'Stenella', 'Marine biology', 'Fin']","[0.9857479929924011, 0.9737467765808105, 0.9733530879020691, 0.9655711054801941, 0.9615902900695801, 0.9477905631065369, 0.9307982325553894, 0.9218807816505432, 0.9027758836746216, 0.8908501267433167]"
334,1915112488567884298,"['People', 'Crowd', 'Event', 'Night', 'Photography', 'Audience', 'Team', 'City']","[0.9433480501174927, 0.8821457624435425, 0.7228018045425415, 0.6487753987312317, 0.6242249608039856, 0.5840350389480591, 0.5231971144676208, 0.5134755373001099]"
335,1915187613921202315,"['Mammal', 'Vertebrate', 'Terrestrial animal', 'Wildlife', 'Felidae', 'Carnivore', 'Big cats', 'Leopard', 'Snout', 'Organism']","[0.9890478253364563, 0.9851104021072388, 0.9832504987716675, 0.9760900139808655, 0.9630544185638428, 0.934210479259491, 0.8421613574028015, 0.8170421719551086, 0.7840312123298645, 0.7151590585708618]"
336,1915277287948018282,"['Green sea turtle', 'Sea turtle', 'Turtle', 'Olive ridley sea turtle', 'Underwater', 'Loggerhead sea turtle', 'Reptile', 'Marine biology', ""Kemp's ridley sea turtle"", 'Hawksbill sea turtle']","[0.9696582555770874, 0.963898241519928, 0.932666540145874, 0.9104290008544922, 0.8964666724205017, 0.858547031879425, 0.8372136950492859, 0.8089936375617981, 0.7663397789001465, 0.722977876663208]"
337,1915367998227615623,"['Landmark', 'Dome', 'Sky', 'Dome', 'Architecture', 'Building', 'Beacon', 'Photography', 'Historic site', 'Place of worship']","[0.9646991491317749, 0.8834983110427856, 0.862245500087738, 0.8107648491859436, 0.7871291637420654, 0.6496437191963196, 0.6388853788375854, 0.6242249608039856, 0.5628833770751953, 0.5491670370101929]"
338,1915697213980667617,"['Brown', 'Soil', 'Geology', 'Rock', 'Photography', 'Pattern']","[0.9297815561294556, 0.9173188209533691, 0.8009750843048096, 0.7591665983200073, 0.6242249608039856, 0.5630630254745483]"
339,1915760497890711086,"['Vertebrate', 'Manatee', 'Marine mammal', 'Marine biology', 'Underwater', 'Sea cows', 'Dugong', 'Water', 'Organism', 'Wildlife']","[0.9851104021072388, 0.9529187083244324, 0.9392534494400024, 0.8901536464691162, 0.8866978883743286, 0.8637003898620605, 0.8192932605743408, 0.8073040843009949, 0.7941054701805115, 0.6762316226959229]"
340,1915851207876874435,"['Blue', 'Water', 'Sky', 'Wave', 'Reflection', 'Sea', 'Ocean', 'Water resources', 'Wind wave', 'Sound']","[0.9795216917991638, 0.9716867804527283, 0.9508286118507385, 0.9501826167106628, 0.9278524518013, 0.9255722165107727, 0.9229703545570374, 0.8873897790908813, 0.8327606916427612, 0.7789668440818787]"
341,1916001685705101789,"['Sand', 'Landscape', 'Tourism']","[0.7338207960128784, 0.6504039168357849, 0.6085109710693359]"
342,1916092422828344530,"['Photograph', 'Black-and-white', 'Monochrome', 'Monochrome photography', 'Photography', 'Sitting', 'Stock photography', 'Tunnel', 'Flash photography', 'Style']","[0.9633901715278625, 0.8994110226631165, 0.853087306022644, 0.8040481209754944, 0.764001190662384, 0.6756798624992371, 0.6543993353843689, 0.6326126456260681, 0.5128081440925598, 0.5095184445381165]"
343,1916183174229149083,"['Aerial photography', ""Bird's-eye view"", 'Urban area', 'Metropolitan area', 'Urban design', 'City', 'Human settlement', 'Metropolis', 'Landscape', 'Residential area']","[0.9891934394836426, 0.9723670482635498, 0.9661327600479126, 0.8992830514907837, 0.8878974318504333, 0.875800609588623, 0.8528644442558289, 0.8295246362686157, 0.7881726026535034, 0.7808992862701416]"
344,1916484944469826561,"['Ice', 'Arctic', 'Winter', 'Geological phenomenon', 'Snow', 'Glacial landform', 'Recreation', 'Tundra', 'Ice cap', 'Mountain']","[0.88918536901474, 0.8753169178962708, 0.8042156100273132, 0.7950030565261841, 0.7830579876899719, 0.7423490285873413, 0.6878190636634827, 0.6510483026504517, 0.6429155468940735, 0.6030707955360413]"
345,1916575837436708080,"['Sculpture', 'Art', 'Tree', 'Adaptation', 'Wood', 'Tourism', 'World', 'Statue']","[0.8862059712409973, 0.7088651061058044, 0.6869218349456787, 0.6696612238883972, 0.5958532094955444, 0.5688954591751099, 0.5313754081726074, 0.527533769607544]"
346,1916666400529770816,"['Monochrome', 'Black-and-white', 'Crowd', 'Photography', 'Team', 'Monochrome photography', 'Crew', 'Style']","[0.7938966155052185, 0.7811979055404663, 0.6631901860237122, 0.6242249608039856, 0.5935059189796448, 0.5780444741249084, 0.559418261051178, 0.5350721478462219]"
347,1916758062220251530,"['Cityscape', 'Metropolitan area', 'City', 'Urban area', 'Metropolis', 'Sky', 'Skyline', 'Daytime', 'Human settlement', 'Skyscraper']","[0.9940229058265686, 0.9916870594024658, 0.9872371554374695, 0.9842897653579712, 0.9796053767204285, 0.9712791442871094, 0.9611179232597351, 0.9327004551887512, 0.9305212497711182, 0.9299829006195068]"
348,1916851650564422187,"['Camel', 'Ancient history', 'Arabian camel', 'Camelid', 'Historic site', 'Tourism', 'Pack animal', 'Architecture', 'History', 'Temple']","[0.9783349633216858, 0.9459810256958008, 0.9343101382255554, 0.9264564514160156, 0.859479546546936, 0.7786710858345032, 0.7514681816101074, 0.7263345718383789, 0.7177900075912476, 0.6686590313911438]"
349,1916942411234348302,"['Sky', 'Mountainous landforms', 'Mountain', 'Cloud', 'Badlands', 'Wilderness', 'Mountain range', 'Geology', 'National park', 'Landscape']","[0.9810846447944641, 0.9529424905776978, 0.9314093589782715, 0.9270941615104675, 0.8966372013092041, 0.8594727516174316, 0.8320662379264832, 0.8168479204177856, 0.7952441573143005, 0.7881726026535034]"
350,1917028950094720969,"['Photograph', 'People', 'Snapshot', 'Pink', 'Child', 'Human', 'Adaptation', 'Photography', 'Happy', 'Daughter']","[0.951403021812439, 0.9370215535163879, 0.84114009141922, 0.8146790266036987, 0.792911171913147, 0.746764600276947, 0.6696612238883972, 0.6242249608039856, 0.6166475415229797, 0.5911093950271606]"
351,1917121299239865442,"['Fish', 'Fish', 'Marine biology', 'Tiger shark', 'Remora', 'Underwater', 'Requiem shark', 'Fin', 'Bony-fish', 'Carcharhiniformes']","[0.9798911809921265, 0.9599134922027588, 0.93161940574646, 0.8116613626480103, 0.6771711111068726, 0.6290695667266846, 0.6108932495117188, 0.6085460782051086, 0.5656957626342773, 0.5634331703186035]"
352,1917212282157307931,"['Herd', 'Wildlife', 'Animal migration', 'Bird migration', 'Flock', 'Elk', 'Grassland', 'Reindeer', 'Deer', 'Terrestrial animal']","[0.9797333478927612, 0.9745246767997742, 0.9415486454963684, 0.9390510320663452, 0.938039243221283, 0.8915841579437256, 0.8680770397186279, 0.7896961569786072, 0.7780826091766357, 0.7443860769271851]"
353,1917300833897224398,"['People', 'Community', 'Adaptation', 'Tribe', 'Tree', 'Temple', 'Rural area', 'Village', 'Ritual', 'Soil']","[0.9739571809768677, 0.8685053586959839, 0.8514508008956909, 0.8120429515838623, 0.6869218349456787, 0.6743893623352051, 0.673613429069519, 0.6150222420692444, 0.6077466607093811, 0.5852300524711609]"
